name,url,star,comment,avg_price,taste,environment,services,recommend
京炉·北京烤鸭火锅(日月光店),http://www.dianping.com/shop/96204526,准五星商户,1806,128,8.9,8.7,8.7,"烤鸭,黑胡椒猪肚鸭架锅,玉米馍"
煲宫(七宝万科广场店),http://www.dianping.com/shop/69772574,准五星商户,2148,127,8.9,8.8,9,"煲宫君王猪肚鸡,贡品虾滑,煲宫养生猪肚鸡"
重庆高老九火锅(打浦桥店),http://www.dianping.com/shop/20843382,五星商户,7843,132,9,8.8,9,"冰镇鹅肠,冰镇毛肚,牛蛙"
777排档火锅·鸿馆,http://www.dianping.com/shop/112295600,准五星商户,836,283,8.8,8.2,7.9,"招牌花胶鸡,特色雪花牛肉,椒盐玉米"
捞王锅物料理(米岛店),http://www.dianping.com/shop/24096079,五星商户,4601,144,9.1,9,8.9,"招牌煲仔饭,爆浆芝士虾滑,玫瑰雪花牛舌"
哈尼石锅鱼(长宁来福士店),http://www.dianping.com/shop/110254770,准五星商户,673,147,8.7,9,8.7,"长江团鱼,鲜鱼汤,云南菌菇锅"
重庆高老九火锅(金杨第一商城店),http://www.dianping.com/shop/66860253,五星商户,215,133,9,9,9.1,"牛蛙,冰镇毛肚,经典鹅肠"
名将法式铁板烧,http://www.dianping.com/shop/110367045,五星商户,19,793,9.3,9.4,9.2,"澳洲M9和牛,铁板烧,芝士小青龙"
协乐海鲜火锅,http://www.dianping.com/shop/124162402,准五星商户,55,500,8.8,9.1,9,"松茸花胶鸡汤锅,特选去骨散鸡,特选牛肉"
重庆高老九火锅(新大陆店),http://www.dianping.com/shop/96537512,五星商户,109,138,8.9,8.7,8.8,"牛蛙,冰镇脆毛肚,虾滑"
韩式年糕火锅,http://www.dianping.com/shop/98039469,五星商户,14,64,9,9.1,9.1,"芝士年糕火锅,鱼饼串,炸物"
介家有料串串香(巴黎春天天山店),http://www.dianping.com/shop/22800138,五星商户,4375,81,8.9,9,9.1,"串串,老妈蹄花,冒脑花"
今日牛事潮汕鲜牛肉火锅(瑞金店),http://www.dianping.com/shop/58135982,准五星商户,3442,132,9,9,8.6,"吊龙,炸腐皮,生牛肉丸"
串江湖鲜货串串香火锅(东昌路店),http://www.dianping.com/shop/114520385,准五星商户,884,101,8.8,8.7,8.7,"鸳鸯锅,小郡肝,红糖糍粑"
左庭右院鲜牛肉火锅(嘉定万达店),http://www.dianping.com/shop/112252349,准五星商户,499,128,9,8.9,8.6,"吊龙,鲜牛肉,香炸腐皮"
重庆高老九火锅(宝山宝乐汇店),http://www.dianping.com/shop/96380270,五星商户,1282,134,9,9,9.1,"牛蛙,冰镇毛肚,冰镇鹅肠"
左庭右院鲜牛肉火锅(百联嘉定店),http://www.dianping.com/shop/69105306,五星商户,1067,135,9.1,9.1,9.2,"吊龙,炸腐皮,嫩肉"
湊湊火锅·茶憩(来福士广场长宁店),http://www.dianping.com/shop/90091724,准五星商户,6618,162,8.5,9,8.5,"大红袍珍珠奶茶,台式麻辣锅,鸭血"
蛙来哒炭烧牛蛙(打浦桥日月光店),http://www.dianping.com/shop/103646458,准五星商户,710,96,8.9,8.9,8.9,"紫苏味平锅,炭烤牛蛙,炭烧牛蛙泡锅香辣味"
囍凤楼(长寿路店),http://www.dianping.com/shop/122101100,准五星商户,151,330,8.4,9,8.4,"花胶鸡,鲍汁鸭脚扎,卤水拼盘"
這一小锅(日月光店),http://www.dianping.com/shop/125284190,准五星商户,63,130,8.7,9.1,9.2,"雪花牛,综合海鲜拼盘,肉类拼盘"
捞王锅物料理(开元地中海店),http://www.dianping.com/shop/98081370,五星商户,401,144,9.1,9.1,9.2,"猪肚鸡锅,煲仔饭,爆浆手打虾丸"
如一鸡鲍鱼(长泰广场店),http://www.dianping.com/shop/124217868,准五星商户,223,132,8.9,8.5,9,"鸡鲍鱼,煲仔饭,十里香腊味煲仔饭（半锅）"
月光下的毡房 牛羊滋补火锅(中谊路店),http://www.dianping.com/shop/76933145,五星商户,929,137,9,9.1,9.2,"羊肉串,手切草原羊肉,酸奶"
麻十七重庆老麻火锅(金桥店),http://www.dianping.com/shop/92726613,五星商户,738,141,9,8.9,9.1,"竹荪爱虾滑,极品巴掌毛肚,番茄牛腩锅"
牧羊庄烤全羊神农牧羊(嘉定店),http://www.dianping.com/shop/69715472,五星商户,253,215,9.1,8.4,8.9,"烤全羊,羊杂汤,羊血"
那年那班串串香火锅(金桥店),http://www.dianping.com/shop/127099042,准五星商户,612,88,8.3,8.5,8.3,"小郡肝串串,牛油锅底,水漂牛肉"
狠牛火锅料理(万达广场总店),http://www.dianping.com/shop/58459481,准五星商户,6199,12,9,8.6,8.8,"吊龙,牛肉,狠牛番茄牛腩锅"
嗨锅(梅川路总店),http://www.dianping.com/shop/18204916,准五星商户,16442,124,8.9,8.4,8.6,"招牌沙嗲麻辣双拼锅,麻辣烤牛蛙,雪花肥牛"
花马天堂古道火锅,http://www.dianping.com/shop/124214964,五星商户,55,310,9,9,9,"鸳鸯锅底,精选牛肉拼盘,虾滑"
九鼎轩脆毛肚火锅(五角场店),http://www.dianping.com/shop/97868431,准五星商户,965,108,8.9,8.7,9,"脆毛肚,鸭血,鲜黄喉"
今日牛事潮汕鲜牛肉火锅(徐汇总店),http://www.dianping.com/shop/22465085,准五星商户,8225,124,9,8.6,8.6,"吊龙,生牛肉丸,招牌锅底"
嗨锅(悠方广场店),http://www.dianping.com/shop/96343001,准五星商户,1323,122,9,8.7,8.6,"咸蛋黄牛娃,招牌沙嗲麻辣双拼锅,日式照烧牛蛙"
豆捞坊·胶原花胶火锅(汇金百货店),http://www.dianping.com/shop/65664477,五星商户,2375,144,9,8.9,8.9,"豆捞大虾仁滑,炸腐皮,相间肥牛"
捞王锅物料理(瑞虹天地月亮湾店),http://www.dianping.com/shop/74552434,五星商户,2359,145,9.1,9,8.9,"胡椒猪肚锅(不加鸡肉),招牌煲仔饭,手打鲜虾芝心丸"
CHAO桥锅,http://www.dianping.com/shop/95889470,五星商户,953,666,9,9.1,9.2,"香格里拉松茸花胶鸡汤,A5和牛,香格里拉松?鍋底"
捞王锅物料理(吴中路店),http://www.dianping.com/shop/15950087,五星商户,4568,137,9.1,9.1,9.1,"皇上皇腊味煲,爆浆手打虾丸,手工鲜虾滑"
潮界(IMAGO我格广场店),http://www.dianping.com/shop/58634210,五星商户,1649,85,8.9,8.5,9.1,"手打牛肉丸,吊龙,普宁豆腐"
捞王锅物料理(联洋广场店),http://www.dianping.com/shop/23496856,五星商户,4891,159,9.1,9,9,"皇上皇腊味煲仔饭,爆浆手打虾丸,胡椒猪肚锅"
海鲨湾(顺恒国际商业广场店),http://www.dianping.com/shop/67262562,五星商户,982,239,9.1,9,9,"国宴油条,雪花牛肉,鲍鱼图腾"
左庭右院鲜牛肉火锅(宝山龙湖天街店),http://www.dianping.com/shop/77449207,五星商户,698,134,9.1,9.1,9.1,"吊龙,炸腐皮,鲜牛杂鸳鸯锅"
月光下的毡房 牛羊滋补火锅(龙茗路店),http://www.dianping.com/shop/69703281,五星商户,1427,140,9,9,9.1,"烤羊肉串,手切草原羊肉,奶茶"
亦锅亦笼塔吉锅料理,http://www.dianping.com/shop/91628215,准五星商户,3030,71,8.5,8.8,8.5,"番茄芝士龙利鱼塔吉锅,薄荷绿茶,南极海茸"
京炉·北京烤鸭火锅(古美店),http://www.dianping.com/shop/92700001,五星商户,2496,10,9,8.6,8.7,"烤鸭,胡椒猪肚鸭骨汤,冰粉"
青花椒砂锅鱼(打浦桥日月光店),http://www.dianping.com/shop/74156847,准五星商户,5065,95,8.9,9,9,"青花椒味一代,香蕉薄饼,口水鸡"
仙后粤菜·港式火锅,http://www.dianping.com/shop/110582656,五星商户,330,281,9,9.1,8.9,"仙后花胶鸡煲翅锅,仙后珍品雪花牛肉,清蒸牛肉丸"
渝利火锅(打浦日月光店),http://www.dianping.com/shop/104613444,准五星商户,937,135,9,9,9.1,"空运鲜毛肚,渝利秘制午餐肉,渝利肥牛卷"
湊湊火锅·茶憩(港汇恒隆店),http://www.dianping.com/shop/114791765,准五星商户,1366,151,8.5,8.8,8.6,"大红袍珍珠奶茶,花胶鸡老四川鸳鸯锅,海鲜棒棒糖"
傣妹火锅(淮海路店),http://www.dianping.com/shop/124461341,五星商户,198,73,9,9.1,9.2,"经典肥牛,基围虾海鲜拼盘,竹笋虾滑"
左庭右院鲜牛肉火锅(南丰城店),http://www.dianping.com/shop/32577028,准五星商户,4459,135,9,9,8.8,"吊龙,嫩肉,牛舌"
虾搞搞·港式火锅餐厅(小木桥路店),http://www.dianping.com/shop/110709379,准五星商户,554,161,8.9,8.2,9,"足火黄油鸡煲花胶翅汤锅,精选肥牛,玉米"
红魔重庆美蛙火锅(嘉亭荟城市生活广场店),http://www.dianping.com/shop/113191344,五星商户,232,105,9,8.8,9,"红魔招牌辣蛙,自制芝士虾滑,阳光小鲜牛（嫩牛肉）"
左庭右院鲜牛肉火锅(新梅广场店),http://www.dianping.com/shop/50772457,五星商户,3799,130,9,9,9,"吊龙,招牌牛骨清汤锅,香炸腐皮"
煲宫(人广新世界店),http://www.dianping.com/shop/5530450,准五星商户,1934,121,8.8,8.5,8.7,"胡椒猪肚鸡,特色煲仔饭,湖南炸豆皮"
花禾牛,http://www.dianping.com/shop/98074543,五星商户,184,582,9.3,9.4,9.4,"澳洲禾牛,清酒昆布汤底,活虾"
红料理|串串有瘾(大华店),http://www.dianping.com/shop/122861523,准五星商户,146,90,9,8.6,8.6,"老妈蹄花,烫好吃的串串,牛蛙"
左庭右院鲜牛肉火锅(南方商城店),http://www.dianping.com/shop/37019723,五星商户,3437,134,9,9,9,"吊龙,嫩肉,招牌牛骨清汤锅"
捞王锅物料理(平利路店),http://www.dianping.com/shop/3510544,五星商户,9061,124,9,8.8,9,"胡椒猪肚鸡,皇上皇腊肉煲仔饭,雪花牛肉"
上街围炉港式点心海鲜火锅,http://www.dianping.com/shop/121480335,准五星商户,358,167,8.6,8.6,8.1,"围炉招牌浓汤花胶鸡,鲜奶布丁,海鲜"
九鼎轩 脆毛肚火锅(淮海中路店),http://www.dianping.com/shop/69615389,准五星商户,3721,13,8.9,8.7,8.7,"脆毛肚,招牌鸭血,冰水鹅肠"
今日牛事潮汕鲜牛肉火锅(虹井路店),http://www.dianping.com/shop/65948220,五星商户,2015,126,9.1,9.1,9,"吊龙,生牛肉丸,炸腐皮"
左庭右院鲜牛肉火锅(爱琴海公园店),http://www.dianping.com/shop/93032993,五星商户,799,132,9,9,9.1,"吊龙,鲜牛杂鸳鸯锅,炸腐皮"
山枝鲜·生态火锅(虹桥天地店),http://www.dianping.com/shop/92117792,五星商户,787,12,8.9,9.1,9.1,"汽锅鸡,特色自选蘸酱30种,艾叶粑粑"
香港柒胜海鲜火锅酒家(虹桥万豪店),http://www.dianping.com/shop/107757650,五星商户,289,434,9.1,9.2,9.1,"足火黃油雞煲花膠翅湯鍋,精选雪花牛肉,海鮮拼盆（大）"
三人行骨头王火锅(嘉定店),http://www.dianping.com/shop/57824764,五星商户,86,105,9,9,9.1,"骨头王火锅,三人行钵钵鸡,雪花霜降肥牛"
湊湊火锅?茶憩(巴黎春天店),http://www.dianping.com/shop/122840036,准五星商户,629,148,8.7,9,8.8,"大红袍珍珠奶茶,花胶鸭血鸳鸯锅,豆腐"
左庭右院鲜牛肉火锅(百联中环店),http://www.dianping.com/shop/69490134,五星商户,1424,133,9,9,8.8,"吊龙,香炸腐皮,嫩肉"
年糕李(静安店),http://www.dianping.com/shop/13854213,准五星商户,2002,63,8.4,8,8.8,"部队火锅,甜辣无骨炸鸡,芝士年糕"
鱻 Xian,http://www.dianping.com/shop/63061961,准五星商户,1901,144,8.8,8.5,8.7,"鹅肝寿司,焦糖三文鱼寿司,寿喜锅"
雞棧(玫瑰坊店),http://www.dianping.com/shop/74560162,准五星商户,1373,98,8.8,8.6,9.1,"海南鸡饭,招牌清汤牛腩,鹅肝酱杏鲍菇"
今日牛事潮汕鲜牛肉火锅(五角场店),http://www.dianping.com/shop/32512961,五星商户,3281,123,9,8.9,9,"吊龙,招牌牛肉锅汤底,手打牛肉丸"
九鼎轩脆毛肚火锅(长寿路店),http://www.dianping.com/shop/96360366,五星商户,959,12,9.1,8.8,8.9,"脆毛肚,鸭血,手工鲜虾滑"
谭鸭血老火锅(世纪汇店),http://www.dianping.com/shop/111829980,准五星商户,2935,139,8.5,8.2,8.3,"经典谭鸭血红锅,谭公鸭血,卤水肥肠"
齐民市集(芮欧百货店),http://www.dianping.com/shop/22070340,准五星商户,5429,185,8.5,8.6,8.7,"特级海鲜拼盘（8种）,手剪香菇,有机蔬菜拼盘"
酒玥火锅,http://www.dianping.com/shop/101969563,五星商户,295,414,9.1,9.2,9.3,"松茸浓鸡汤锅,酒火入锅,午餐肉"
甘草潮菜馆(海宁路店),http://www.dianping.com/shop/21121315,准五星商户,3037,431,9,7.2,7.5,"帝王蟹,象拔蚌刺身,竹蛏王"
常赢三兄弟涮肉(崂山路店),http://www.dianping.com/shop/108098148,准五星商户,768,127,8.8,8.7,8.7,"极品羊腱子,羊肉串,自制虾滑"
Mo-Mo牧场(陕南牧场),http://www.dianping.com/shop/4550707,准五星商户,13186,159,8.2,8.4,8.8,"寿喜锅,严选霜降牛肩肉,严选上等牛五花肉"
熬八年台湾火锅(大悦城店),http://www.dianping.com/shop/121521793,准五星商户,450,149,8.7,9,8.7,"台湾福袋,麻辣锅,手工虾滑"
那都不是锅港式打边炉(世纪大道店),http://www.dianping.com/shop/127963399,准五星商户,152,137,8.8,8,8.1,"鲍鱼,竹蛏王,养颜金米浓汤锅"
左庭右院鲜牛肉火锅(江桥万达店),http://www.dianping.com/shop/125178021,准五星商户,58,126,9,9.1,8.7,"鲜牛肉,吊龙,匙柄"
辛元鲜牛肉火锅,http://www.dianping.com/shop/18280273,准五星商户,5413,126,9,8.8,8.8,"吊龙,牛筋丸,嫩肉"
豆捞坊·胶原花胶火锅(宝乐汇店),http://www.dianping.com/shop/20895407,五星商户,1995,149,9.1,9.1,9.1,"养生菌王锅,炸腐皮,手工牛肉丸"
墨邸养生火锅,http://www.dianping.com/shop/120003436,五星商户,179,124,9.2,9.2,9.1,"乌鸡卷,澳洲特选牛肉,招牌养生锅"
呷哺呷哺(白玉兰广场店),http://www.dianping.com/shop/123243037,五星商户,132,1,9.1,9.3,9.2,"眷村元气牛尾锅,虾滑COMBO,总汇牛肉拼盘"
红料理|串串有瘾(万航渡路店),http://www.dianping.com/shop/2492695,准五星商户,6227,85,8.6,7.9,8,"老妈蹄花,峨眉派烤串,麻辣烫"
山屿海港式海鲜火锅,http://www.dianping.com/shop/99829399,五星商户,67,373,9.1,9.1,9.1,"老菜脯虾滑,大连鲜鲍,潮州冻红蟹"
九鼎轩脆毛肚火锅(三钢里店),http://www.dianping.com/shop/90344440,准五星商户,2275,15,8.8,8.6,8.9,"脆毛肚,鹅肠,鲜黄喉"
嗨锅(宝山万达店),http://www.dianping.com/shop/27431729,准五星商户,10604,127,8.7,8.3,8.5,"招牌沙嗲麻辣双拼锅,嗨锅烤牛蛙系列,爆浆芝士手工虾丸"
左庭右院鲜牛肉火锅(颛桥万达店),http://www.dianping.com/shop/97080902,五星商户,883,128,9,9,9,"吊龙,鲜牛杂鸳鸯锅,鲜牛肉"
渝利火锅(大宁国际店),http://www.dianping.com/shop/92662877,准五星商户,1497,142,8.9,8.7,9,"毛肚,渝利蟹肉棒,渝利鸳鸯锅"
那都不是锅港式打边炉(呼玛店),http://www.dianping.com/shop/124557764,准五星商户,296,127,8.5,8.3,8.6,"鲍鱼,养颜金米浓汤锅,养颜花胶鸡汤"
九鼎轩脆毛肚火锅(虹梅路店),http://www.dianping.com/shop/92323070,准五星商户,1315,10,9,8.7,8.8,"脆毛肚,火锅鸭血,牛蛙"
珍焰港式私房火锅,http://www.dianping.com/shop/93995821,五星商户,489,395,9.2,9.1,9.3,"金牌参翅花胶鸡汤,珍品特选雪花牛肉,原味奶冻or杨枝甘露"
坎爷秘制火锅(淮海东路店),http://www.dianping.com/shop/92896173,准五星商户,3323,144,8.7,8.7,8.5,"坎爷秘制毛肚,鲜虾只做滑,雪花牛肉"
宝燕海货工场·蒸汽海鲜加工(大宁店),http://www.dianping.com/shop/76837984,准五星商户,1743,278,8.9,8.6,8.2,"椒盐濑尿虾,竹蛏王,蒜泥粉丝蒸小鲍鱼"
耍串·川味小食研究所(白玉兰广场店),http://www.dianping.com/shop/123613728,五星商户,109,83,9,9,8.8,"小酥肉,冒鸭血,红糖糍粑"
找到牛日式放题火锅,http://www.dianping.com/shop/124752339,准五星商户,121,174,8.7,9.1,8.9,"寿喜锅,安格斯谷饲后胸,青椒辣"
蜀中状元府火锅,http://www.dianping.com/shop/112232478,五星商户,130,13,9,9.1,8.8,"牛蛙,特色黑毛猪,鲜活豌豆苗"
蜀火火锅(江文路店),http://www.dianping.com/shop/113124798,五星商户,437,97,9.2,9.2,9.1,"鸭血,毛肚,蜀火牛肉上上签"
魔都川西坝子火锅餐厅(八佰伴店),http://www.dianping.com/shop/122147371,五星商户,335,13,8.9,9.1,9.1,"川西嫩牛肉,空运鲜鸭血,空运鲜毛肚"
捞王锅物料理(维璟广场店),http://www.dianping.com/shop/92102303,五星商户,1005,144,9.1,9.1,9.1,"胡椒猪肚鸡,煲仔饭,爆浆手打虾丸"
十六道牛味潮汕牛肉火锅(七宝店),http://www.dianping.com/shop/59387788,准五星商户,3271,120,8.8,8.7,8.8,"吊龙,生牛肉丸,嫩肉"
佐冷馋·串串里(成都南路直营店),http://www.dianping.com/shop/124958474,准五星商户,305,102,8.8,8.4,8.5,"番茄木瓜鸳鸯锅,酥肉,串串"
哈尼石锅鱼(南方商城店),http://www.dianping.com/shop/126615480,五星商户,66,132,9.1,9.1,8.9,"鲜鱼汤,虾滑老油条,哈尼捞拌肥牛"
焱揽香,http://www.dianping.com/shop/122325482,五星商户,98,141,9.1,9.2,9.2,"尚品鱼头皇,蝴蝶斑鱼片,鸳鸯鲜鱼泡"
炉火传奇鲜菌牛腩火锅(松江万达店),http://www.dianping.com/shop/90962398,五星商户,893,121,9.2,9.2,9.1,"鲜菌牛腩拼盘,手打鲜虾滑,炉火特色菌汤酸爽开胃番茄鸳鸯锅"
凯达石斑鱼打边炉(打浦路缤纷城店),http://www.dianping.com/shop/57052125,五星商户,2242,149,9.1,8.7,9.2,"海南文昌鸡,石斑鱼皮,石斑鱼丸"
京锅屋 たか木,http://www.dianping.com/shop/97675467,五星商户,325,721,9,9.3,9.1,"八寸前菜,海胆泡饭,怀石京锅"
大龙燚火锅(五角场万达店),http://www.dianping.com/shop/122416148,准五星商户,415,146,8.8,8.8,8.3,"鸳鸯锅,火锅牛排,空运大刀毛肚"
哈尼石锅鱼(金虹桥国际中心店),http://www.dianping.com/shop/57591897,准五星商户,4051,138,8.9,9,9,"江团,石屏豆腐皮,鲜竹荪"
泽成羊(亿丰时代广场店),http://www.dianping.com/shop/121475437,准五星商户,103,104,8.8,9.1,9,"冰煮羊火锅,羊肉串,烤红薯"
君来顺老北京四季火锅涮肉(程家桥路店),http://www.dianping.com/shop/114561481,准五星商户,277,16,9,8.9,8.5,"精品羊腱子,极品羊上脑,老北京羊蝎子"
楽牛·精品牛排火锅(新天地店),http://www.dianping.com/shop/123147033,五星商户,62,156,9,8.7,8.6,"楽牛招牌牛排骨,8秒黄鱼响铃,特色必点午餐肉"
三太子涮肉,http://www.dianping.com/shop/83549331,准五星商户,1065,159,8.9,8.6,8.5,"十三香龙虾,黄焖龙虾,鲜切羊肉"
哥老官重庆美蛙鱼头(昌里路十哥店),http://www.dianping.com/shop/90279829,准五星商户,6197,136,8.8,8,8.3,"特色美蛙,招牌空运毛肚,罗宋汤"
Yasmine’s 茉莉火锅(襄阳店),http://www.dianping.com/shop/126367378,准五星商户,47,167,9,9.1,9,"澳洲和牛上脑BeefChuck,空运毛肚,澳洲和牛"
青花椒砂锅鱼(凯德七宝购物广场店),http://www.dianping.com/shop/24309683,五星商户,8204,96,9.1,9.1,9.1,"青花椒味砂锅鱼,香蕉飞饼,口水鸡"
爽爆美蛙鱼头火锅(绿地缤纷城店),http://www.dianping.com/shop/83061961,准五星商户,1668,133,9,8.5,8.7,"牛蛙,鸳鸯锅,九尺鹅肠"
左庭右院鲜牛肉火锅(开元地中海店),http://www.dianping.com/shop/90473497,五星商户,840,136,9.1,9.1,8.9,"吊龙,炸腐皮,鲜牛杂鸳鸯锅"
熬八年台湾火锅(南京西路店),http://www.dianping.com/shop/93254634,准五星商户,2155,157,8.5,8.6,8.4,"鸭血豆腐,台湾福袋,麻辣锅"
泰灵艳泰式火锅料理,http://www.dianping.com/shop/97814057,五星商户,1781,135,9,8.9,9,"泰式鸳鸯（冬荫功龙虾+椰奶鸡）,鱼籽福袋,椰香奶冻"
红辣椒(月浦店),http://www.dianping.com/shop/505235,五星商户,3800,107,9,8.8,9.2,"红油麻辣火锅,干锅牛蛙,川西泼辣鱼"
椰子不语(凯德晶萃店),http://www.dianping.com/shop/114447059,准五星商户,517,168,8.6,9,9,"原味椰子鸡锅底,椰子饭,椰子冻"
哥老官重庆美蛙鱼头(奉贤宝龙二十一哥店),http://www.dianping.com/shop/98507357,准五星商户,809,123,8.8,8.8,8.6,"特色美蛙,空运毛肚,炸豆皮"
怀捞主题牛鲜料理火锅,http://www.dianping.com/shop/102205930,五星商户,623,13,9.1,9.3,9,"吊龙,牛杂鸳鸯锅,牛肉丸"
煲宫(中庚漫游城店),http://www.dianping.com/shop/112295058,准五星商户,206,121,8.8,8.7,8.7,"煲宫养生猪肚鸡,特色煲仔饭,牛肉三重奏"
青花椒砂锅鱼(三钢里店),http://www.dianping.com/shop/21730061,五星商户,16480,93,9,8.7,9,"招牌青花椒味中辣中麻,香蕉飞饼,口水鸡"
重庆高老九火锅(徐泾店),http://www.dianping.com/shop/93683934,五星商户,931,129,9,8.7,9,"牛蛙,冰镇毛肚,黄喉"
活虾堂老北京羊蝎子涮肉(江桥万达店),http://www.dianping.com/shop/120084937,五星商户,152,104,9,8.2,8.7,"特色羊蝎子锅,热气涮羊肉,美蛙爱上羊蝎子"
蜀大侠火锅(天山店),http://www.dianping.com/shop/92739343,准五星商户,4276,144,8.5,8.6,8.5,"红糖糍粑,鸳鸯锅底,鸭血"
极极骨头煲火锅,http://www.dianping.com/shop/102507579,五星商户,303,77,9.1,9.1,9.2,"美极骨头煲,陈年老雕熟醉小龙虾,冰激凌烤布蕾"
京炉·北京烤鸭火锅(第一百货店),http://www.dianping.com/shop/97080249,准五星商户,1527,131,8.6,8.3,8.5,"烤鸭,胡椒猪肚鸭骨汤,火锅"
青花椒砂锅鱼(南丰城店),http://www.dianping.com/shop/90969607,准五星商户,2229,92,9,9,9,"青花椒口味一代,印度飞饼,口水鸡"
谭鸭血老火锅(环球港店),http://www.dianping.com/shop/110313559,四星商户,2099,146,8.3,8.4,8.1,"谭公鸭血,谭公四宝,经典谭公红锅"
嗨锅(浦东新大陆广场店),http://www.dianping.com/shop/67351281,准五星商户,6451,129,8.8,8.5,8.5,"招牌沙嗲麻辣双拼锅,嗨锅烤牛蛙系列,爆浆芝士手工虾丸"
左庭右院鲜牛肉火锅(百联南桥店),http://www.dianping.com/shop/97081812,五星商户,515,130,9,9.1,8.8,"吊龙,蟹籽鲜虾滑,香炸腐皮"
嗨锅(淮海中路店),http://www.dianping.com/shop/91614680,准五星商户,3385,125,8.8,8.2,8.3,"咸蛋黄烤牛蛙,招牌沙嗲麻辣双拼锅,嗨锅烤牛蛙系列"
洪太极热气羊肉羊蝎子火锅(普陀店),http://www.dianping.com/shop/21044246,准五星商户,5498,138,8.9,8,8.7,"馕坑烤羊蝎子,红柳枝烤羊肉串,麻辣鲜香羊蝎子火锅"
豆捞坊·胶原花胶火锅(金桥店),http://www.dianping.com/shop/3521644,准五星商户,10312,136,8.6,8.7,8.4,"大虾滑,特色墨鱼滑,炸腐皮"
蜀城巷子老成都火锅(控江店),http://www.dianping.com/shop/65717963,准五星商户,3763,125,8.8,8.7,8.5,"蜀城嫩鲜牛肉,美蛙原味锅,红糖糍粑"
云情鱼意云南蒸汽石锅鱼(文峰广场店),http://www.dianping.com/shop/98537313,准五星商户,588,93,9,8.8,9.1,"鮰鱼,鲜花饼,鱼汤"
煲宫(打浦桥店),http://www.dianping.com/shop/21353468,五星商户,3744,122,9,8.8,9,"特色煲仔饭,牛肉三重奏,虾滑"
红料理|串串有瘾(天山店),http://www.dianping.com/shop/66203812,准五星商户,2245,89,9,8.8,8.6,"老妈蹄花,烤物,冒脑花"
左庭右院鲜牛肉火锅(百联西郊店),http://www.dianping.com/shop/91618320,准五星商户,133,132,9,9,8.6,"吊龙,香炸腐皮,鲜牛肉丸"
马路边边串串香火锅(昌平路店),http://www.dianping.com/shop/112225366,准五星商户,342,109,8.5,8.5,8.5,"串串,马路边边经典锅底,路边嫩牛肉"
觅香·老成都串串香,http://www.dianping.com/shop/123224483,五星商户,101,52,8.7,9,9.1,"冷锅串串,红糖糍粑,冒鸭血"
捞王锅物料理(莘庄龙之梦购物中心店),http://www.dianping.com/shop/24267878,五星商户,5025,132,9.1,9.1,9,"胡椒猪肚鸡,皇上皇腊味煲仔饭,爆浆手打虾丸"
蟹逅港式海鲜火锅,http://www.dianping.com/shop/126156560,五星商户,57,181,9.1,9.1,9.1,"松茸养生锅底,蟹逅刺身组合,加吉鱼姿造"
捞王锅物料理(中冶祥腾城市广场店),http://www.dianping.com/shop/8028049,五星商户,5197,129,9.1,9,9,"爆浆手打虾丸,招牌煲仔饭,马蹄竹蔗水"
