name,url,star,comment,avg_price,taste,environment,services,recommend
蜀二爷·牛排火锅,http://www.dianping.com/shop/95982267,五星商户,1210,13,9,9,9,"四川空运毛肚,成都鸳鸯锅,冰脆牛黄喉"
大渝火锅(合生汇店),http://www.dianping.com/shop/67723155,准五星商户,8856,136,8.7,8.7,8.7,"脆嫩毛肚,冰脆牛黄喉,九尺鹅肠"
凯达石斑鱼打边炉(中环百联店),http://www.dianping.com/shop/97483261,五星商户,850,151,9,8.7,9.2,"海南文昌鸡,石斑鱼皮,潮汕特色腐皮"
煲宫(新邻生活广场店),http://www.dianping.com/shop/21360579,五星商户,3973,126,9,8.8,9,"特制炸豆皮,美国雪花牛肉A,油面筋鲜虾滑"
季悦火锅(虹桥迎宾馆店),http://www.dianping.com/shop/21245919,五星商户,688,1073,9.2,9.3,9.3,"牛眼肉,法国吉拉多生蚝,帝王蟹"
红料理|串串有瘾(淮海西路店),http://www.dianping.com/shop/110448597,五星商户,368,85,9,8.9,9,"老妈蹄花,烤物,红料理冒脑花"
谭鸭血老火锅(虹口足球场店),http://www.dianping.com/shop/114474591,四星商户,1874,146,8.5,7.9,8.1,"谭公鸭血,经典谭鸭血红锅,谭公四宝"
筑间幸福锅物(塞纳左岸店),http://www.dianping.com/shop/96047847,五星商户,942,141,9.1,9.1,9.1,"鲜菇牛奶锅,豚骨锅,龙王海鲜套餐"
二門市·市井火锅,http://www.dianping.com/shop/114870288,准五星商户,1697,19,8.3,8.6,8.4,"鲜鸭血,鸳鸯锅,双椒嫩牛肉"
牛小嫩串串香火锅,http://www.dianping.com/shop/113854273,准五星商户,731,89,8.8,8.7,9,"嫩牛肉,麻辣牛肉,串串"
马路边边串串香火锅,http://www.dianping.com/shop/97292109,准五星商户,1325,102,8.4,8.2,8.5,"嫩牛肉,经典鸳鸯锅,毛肚"
大鹅·鲜鹅火锅(宝山万达店),http://www.dianping.com/shop/96626214,准五星商户,767,105,8.7,8.5,8.7,"竹荪卤水鹅笃鲜锅,香卤狮头鹅粉肝,卤味鹅肠鹅胗双拼"
一心牛寿喜锅&涮涮锅(日月光广场店),http://www.dianping.com/shop/22075955,准五星商户,3385,121,8.4,8.3,8.4,"寿喜锅,极上和牛涮锅自助,炸鸡"
鼎尊锅物料理(斜土路店),http://www.dianping.com/shop/19475700,五星商户,2314,10,9,8.7,9.2,"胡椒猪肚鸡,皇上皇腊味煲仔饭中,爆酱芝士虾丸"
熬八年台湾火锅(大宁国际店),http://www.dianping.com/shop/107714026,准五星商户,851,154,8.5,8.7,8.3,"鸭血豆腐,台湾福袋,霜降雪花牛肉"
新万先(星星堂店),http://www.dianping.com/shop/22137126,五星商户,141,382,9,9.1,8.8,"椒盐大王蛇,乌梢蛇斩断,雪花牛肉"
亿鼎烩猪肚鸡火锅(松江店),http://www.dianping.com/shop/65839096,五星商户,1234,96,9.1,9.1,9.1,"胡椒猪肚鸡,招牌皇上皇腊味煲仔饭,野生竹笙"
蛙来哒炭烧牛蛙(长泰广场店),http://www.dianping.com/shop/108304268,准五星商户,602,95,8.5,8.8,8.7,"紫苏味平锅,炭烤牛蛙,可乐鸡翅"
火鸳鸯YUANYANG,http://www.dianping.com/shop/113121465,准五星商户,18,439,8.5,9.2,9.2,"娃娃鱼,鸭血,臭豆腐"
红魔重庆美蛙火锅(松江万达店),http://www.dianping.com/shop/126171145,准五星商户,207,102,8.7,8.7,9,"红魔招牌辣蛙,自制虾滑,芝士沙沙"
京炉·北京烤鸭火锅(嘉定店),http://www.dianping.com/shop/97118828,五星商户,715,98,9.1,8.9,9,"烤鸭,胡椒猪肚鸭骨锅,蒜泥白肉配面"
炉得香双层烤鸭火锅(嘉定乐购店),http://www.dianping.com/shop/95945604,准五星商户,1623,101,8.6,8.6,8.4,"招牌烤鸭,猪肚鸭架锅,炉得香堂吃片皮鸭"
炉得香双层烤鸭火锅(人民广场店),http://www.dianping.com/shop/107708814,四星商户,1682,15,8.3,8.5,8.1,"炉得香果木烤鸭,猪肚鸭架锅,酸萝卜鸭汤"
渝利火锅(维璟广场店),http://www.dianping.com/shop/91981002,五星商户,1282,133,9,8.9,9,"空运绿色毛肚,渝利蟹肉棒,渝利鸳鸯锅"
锅涨涨港式打边炉(川沙旗舰店),http://www.dianping.com/shop/126639026,准五星商户,202,120,8.6,8.1,8.2,"港式金牌花胶鸡,基围虾,鲍鱼"
心上签·火锅串串专门店,http://www.dianping.com/shop/98172026,五星商户,503,86,9,8.8,8.6,"麻辣串串,冒脑花,手剥小龙虾"
捞王锅物料理(龙茗路店),http://www.dianping.com/shop/5528723,五星商户,7196,123,9.1,9.1,9.1,"胡椒猪肚鸡,煲仔饭,雪花牛肉"
Mo·Mo牧场(长泰广场店),http://www.dianping.com/shop/23405398,四星商户,6664,152,8.4,8.6,8.4,"寿喜锅,严选霜降牛肩肉,焦糖布丁"
湊湊火锅·茶憩(虹口月亮湾店),http://www.dianping.com/shop/98955147,准五星商户,2000,159,8.3,8.8,8.3,"大红袍珍珠奶茶,飞鱼籽墨鱼滑,海鲜棒棒糖"
九牛二炉潮汕鲜牛肉火锅(昌平店),http://www.dianping.com/shop/22397956,准五星商户,4765,128,8.8,8.3,8.4,"吊龙,手打牛丸生丸,嫩肉"
集渔·泰式海鲜火锅(中信泰富新城万达店),http://www.dianping.com/shop/113763949,准五星商户,487,103,8.7,9,8.5,"海鲜拼盘,冬阴功汤底,虾滑"
钱家·乔老爷铜锅涮肉(新大陆广场店),http://www.dianping.com/shop/110514150,准五星商户,376,105,8.7,8.2,8.7,"热气羊肉,秘制蘸料,去骨牛肋条"
四川香天下火锅(五角场店),http://www.dianping.com/shop/17654577,准五星商户,16538,143,8.6,8.6,8.4,"挂面鸭肠,红糖糍粑,冰镇毛肚"
嗨锅(虹桥天地店),http://www.dianping.com/shop/93596976,准五星商户,1578,126,8.7,8.4,8.1,"咸蛋黄牛蛙,沙爹麻辣锅底,照烧牛蛙"
王宝和大酒店,http://www.dianping.com/shop/501252,准五星商户,1504,292,8.4,8.6,8.6,"清蒸大闸蟹,蟹粉小笼,蟹粉豆腐"
辉哥海鲜火锅(洛克外滩源店),http://www.dianping.com/shop/6061978,五星商户,722,962,9.1,9.2,9,"霜降雪花牛肉,象拔蚌,竹节虾"
313羊庄锡盟真羊·烤全羊(永德路店),http://www.dianping.com/shop/110719550,准五星商户,191,105,9.1,8.8,9,"羊肉,鲜羊汤,黑鱼片"
汤爷港式海鲜火锅,http://www.dianping.com/shop/123063719,五星商户,58,304,9.1,8.7,9,"驰名鱼翅花胶土鸡锅,蟹子流沙墨鱼丸,5A和牛"
嗨锅(金山万达店),http://www.dianping.com/shop/110529917,准五星商户,176,123,8.7,8.8,8.8,"嗨锅烤牛蛙系列,招牌沙嗲麻辣双拼锅,咸蛋黄牛蛙"
好骨气火锅(长阳店),http://www.dianping.com/shop/93361578,准五星商户,682,82,9,8.7,8.5,"招牌大骨头,自助饮料,招牌骨头锅"
蜀大侠火锅(人民广场店),http://www.dianping.com/shop/92748939,准五星商户,3319,144,8.6,8.4,8.2,"花千骨,红糖糍粑,贵妃牛肉"
云中鱼云南蒸汽石锅鱼(虹口足球场店),http://www.dianping.com/shop/97874431,五星商户,719,109,9,8.4,9,"江团鱼,鲜花饼,千叶豆腐"
哈尼石锅鱼(永新坊店),http://www.dianping.com/shop/66017314,准五星商户,4037,140,8.7,8.6,8.7,"江团,石锅鱼,鲜竹荪"
黔岭牛庄鲜牛肉火锅(虹井路乐坊店),http://www.dianping.com/shop/110539284,五星商户,226,12,9,8.8,8.9,"毛肚,雪花,吊龙"
煲宫(五角场店),http://www.dianping.com/shop/27431970,准五星商户,3512,12,8.9,8.2,8.8,"胡椒猪肚鸡,特制炸豆皮,爆浆芝士虾丸"
小三宝火锅(淮海店),http://www.dianping.com/shop/24606795,准五星商户,7475,148,8.8,8.7,8.8,"三拼锅底,玫瑰松阪猪肉,有机活体豆苗"
青花椒砂锅鱼(开元地中海店),http://www.dianping.com/shop/90956629,五星商户,981,92,9.1,9.1,9.1,"青花椒砂锅鱼一代,青花椒味砂锅鱼,口水鸡"
正國老火锅(魔都直营店),http://www.dianping.com/shop/97702316,准五星商户,197,146,9,8.3,8.8,"金牌活杀牛蛙,招牌重庆老灶火锅,鲜鸭血"
辣府(云南南路店),http://www.dianping.com/shop/6586622,准五星商户,22958,149,8.6,8.4,8.3,"雪花肥牛,麻辣鲶鱼,辣府古法生抠鲜鸭肠"
麻十七重庆老麻火锅(徐家汇店),http://www.dianping.com/shop/110681484,五星商户,451,131,9.1,9.1,9.1,"竹荪爱虾滑,四味养生锅底,只爱鲜牛蛙"
四川香天下火锅(安亭财富广场店),http://www.dianping.com/shop/27347872,五星商户,3865,130,9.1,9.1,9.1,"空运鲜毛肚,红糖糍粑,空运鲜鸭肠"
熬八年台湾火锅(虹桥天地店),http://www.dianping.com/shop/110446159,准五星商户,618,155,8.6,8.8,8.3,"鸭血豆腐,台湾福袋,鸳鸯锅底"
那都不是锅港式打边炉(浦东巴黎春天店),http://www.dianping.com/shop/125719960,四星商户,1204,16,8.4,7.9,8,"养颜花胶鸡,鲍鱼,竹蛏王"
九久日本料理·和牛寿喜烧(1088广场店),http://www.dianping.com/shop/18129984,四星商户,5729,272,8.4,8.5,8.1,"海胆,特级白牡丹虾,霜降牛肉刺身"
火锅先生(虹桥天地店),http://www.dianping.com/shop/110348221,准五星商户,337,94,8.8,8.6,8.7,"秘制牛肉,胡椒猪肚鸡锅,自制虾滑"
滇风来云南蒸汽石锅鱼(悠方店),http://www.dianping.com/shop/97581899,五星商户,305,132,9,8.9,9.1,"江团,石锅鱼,菌王锅底"
味觉至上烤鸭火锅,http://www.dianping.com/shop/122429106,五星商户,107,103,9.1,8.9,9.1,"烤鸭,招牌胡椒猪肚锅,自制黑豆腐"
街儿巷小郡肝串串香火锅(人民广场店),http://www.dianping.com/shop/114872528,准五星商户,423,108,8.6,8,8.5,"小郡肝,香菜牛肉,麻辣牛肉"
大龙燚火锅(天钥桥路店),http://www.dianping.com/shop/101924215,准五星商户,153,148,8.6,8.5,8.1,"牛排,大龙燚千层肚,鸳鸯锅"
大龙燚火锅(淮海东路店),http://www.dianping.com/shop/112243279,准五星商户,633,139,8.7,8.5,8.5,"火锅牛排,特色脆毛肚,鸭血"
老门框爆肚涮肉(锦安东路店),http://www.dianping.com/shop/97210804,准五星商户,742,135,8.7,7.8,7.9,"爆肚,现切羊肉,祖传麻酱料"
三生小馆,http://www.dianping.com/shop/96438184,五星商户,542,48,9.1,8.8,9,"冷锅串,宜宾燃面,红糖糍粑"
大龍曲火锅(江宁路店),http://www.dianping.com/shop/121937989,五星商户,173,19,9,9,9,"嫩牛肉,手工香菜丸子,大龍曲特级雪花肥牛"
川溢香老成都火锅(普陀店),http://www.dianping.com/shop/110344972,准五星商户,1539,1,8.9,9,9,"川溢香特色嫩牛肉,虾滑,鸭血"
德隆楼涮肉,http://www.dianping.com/shop/95348005,准五星商户,895,121,8.5,8.9,8.4,"盐池太阳卷,手抓羊肉,羊肉串"
辣府(徐汇店),http://www.dianping.com/shop/17149436,准五星商户,12990,145,8.8,8.5,8.4,"鲜鹅肠,辣府鲜毛肚,雪花肥牛"
熬八年台湾火锅(南丰城店),http://www.dianping.com/shop/98345123,准五星商户,1049,155,8.5,8.8,8.3,"鸭血豆腐,台湾福袋,鸳鸯锅底"
一锅入魂日式火锅(南京东路店),http://www.dianping.com/shop/97242581,四星商户,1438,137,8.2,8.3,8.2,"寿喜锅,冰淇淋,寿喜肥牛"
唐府养生锅物料理(浦江生活广场店),http://www.dianping.com/shop/83590145,准五星商户,1204,96,8.7,9,9.1,"胡椒猪肚鸡,手工鲜虾滑,辣味煲仔饭"
捞王锅物料理(大融城店),http://www.dianping.com/shop/66827095,五星商户,2322,132,9.1,9.1,9,"胡椒猪肚鸡,皇上皇腊味煲仔饭,马蹄竹蔗水"
重庆高老九火锅(南翔太茂商业广场店),http://www.dianping.com/shop/66860201,五星商户,168,133,9,8.7,8.9,"牛蛙,现切牛羊肉,冰镇鹅肠"
狠牛火锅料理(三德广场店),http://www.dianping.com/shop/97813966,五星商户,453,103,9,8.8,8.7,"鲜切吊龙,牛肉,嫩牛"
琼州黎民海南椰子鸡(日月光中心广场店),http://www.dianping.com/shop/104501571,准五星商户,47,125,9.1,9.1,9,"椰子鸡,窝蛋煲仔饭,椰子冻"
红料理(龙柏店),http://www.dianping.com/shop/92670878,准五星商户,822,86,8.8,8.7,8.5,"老妈蹄花,成都特色锅底,豆腐爱上烤脑花"
燕归巢猪肚鸡火锅,http://www.dianping.com/shop/98262982,准五星商户,435,94,9,9,9,"猪肚鸡锅底,煲仔饭,手工虾滑"
老街小牛火锅串串,http://www.dianping.com/shop/121843941,准五星商户,216,78,9.1,9,9.1,"串串,鸳鸯锅底,香辣牛肉"
德庄火锅(物华路店),http://www.dianping.com/shop/123161398,五星商户,75,16,9,9.1,9.1,"德庄极品毛肚,九尺鹅肠,手工虾滑"
融诚之·川东大院(大华路店),http://www.dianping.com/shop/19116091,五星商户,4679,106,9,9,8.9,"牛油滋补鸳鸯锅,绿色毛肚,特级雪花肥牛"
金聚德果木烤鸭火锅(平利路),http://www.dianping.com/shop/114502235,五星商户,384,92,8.9,8.8,9,"烤鸭,整只烤鸭,胡椒猪肚锅"
老高家热气涮羊肉&蚝红天虾(板泉路店),http://www.dianping.com/shop/90278622,准五星商户,1548,121,9,8.6,8.8,"红烧羊蝎子,十三香龙虾两斤,热气羊肉"
那都不是锅港式打边炉(中原城市广场店),http://www.dianping.com/shop/127436487,准五星商户,58,130,8.6,8.2,8.4,"鲍鱼,竹蛏王,养颜金米浓汤锅"
雄帝和老重庆火锅馆(张江绿地缤纷广场店),http://www.dianping.com/shop/103595233,五星商户,369,121,8.9,9.1,9.1,"冰镇脆毛肚,冰镇脆黄喉,串串鹅肫"
老成都串串香火锅,http://www.dianping.com/shop/107977198,五星商户,106,83,9,8.9,9,"串串香,自制冰粉,红糖糍粑"
巴四老城区(世茂广场店),http://www.dianping.com/shop/109463975,准五星商户,305,10,8.9,8.6,8.3,"单层炭火蛙锅,双层牛蛙,老城区炭火蛙锅（2-3人）"
杨府霸道私房火锅(国定路店),http://www.dianping.com/shop/97110160,准五星商户,1379,232,8.9,9,8.6,"霸道鲜牛蛙,霸道空运绿色毛肚,霸道蟹肉棒"
渝利火锅(96广场店),http://www.dianping.com/shop/5529178,准五星商户,9620,140,8.8,8.5,8.7,"招牌麻辣锅底,空运绿色毛肚,鸭血"
那都不是锅港式打边炉(川沙店),http://www.dianping.com/shop/124557836,四星商户,700,131,8.4,8,7.6,"鲍鱼,花胶鸡汤底,竹蛏王"
老门框爆肚涮肉店(凌河路店),http://www.dianping.com/shop/92237196,准五星商户,146,136,8.8,8,7.9,"爆肚儿,手切后腿,糖醋大蒜"
吼爽·重庆火锅(新世界城店),http://www.dianping.com/shop/79586697,五星商户,6455,134,8.8,8.9,9.1,"桂花紫米粥,手工炸腐皮,鳗豚蛙三鲜拼盘"
青花椒砂锅鱼(米岛店),http://www.dianping.com/shop/24258140,五星商户,7371,93,9.1,8.9,9.1,"青花椒味砂锅鱼,香蕉飞饼,口水鸡"
宝燕海货工场·煮海海鲜火锅(春申店),http://www.dianping.com/shop/56533457,准五星商户,1039,173,9,9,8.9,"雪花,吊龙,匙柄"
诺铂火锅,http://www.dianping.com/shop/94271271,五星商户,321,358,9.2,9.2,9.2,"诺铂金汤,贝类组合,多宝鱼"
Mo Mo牧场(金虹桥国际中心店),http://www.dianping.com/shop/19635046,准五星商户,7279,156,8.5,8.7,8.6,"严选霜降牛肩肉,寿喜锅,严选上等牛五花肉"
N2U BARBECUE熨斗烤肉(宝山万达金街店),http://www.dianping.com/shop/92130213,准五星商户,1583,14,8.5,8.3,8.8,"经典拼盘,牛肉拼盘,烤肉三兄弟拼盘"
左庭右院鲜牛肉火锅(正大乐城店),http://www.dianping.com/shop/126164367,准五星商户,39,17,8.9,8.6,8.5,"鲜牛肉,牛杂鸳鸯锅,蟹籽鲜虾滑"
那都不是锅港式打边炉(五角场店),http://www.dianping.com/shop/126020336,四星商户,484,131,8.3,8.4,8.1,"养颜花胶鸡汤锅,鲍鱼,竹蛏王"
得億火锅,http://www.dianping.com/shop/110530181,准五星商户,350,363,8.8,8.7,8.6,"火腿骨炖咸猪肘鸡锅,法式椒盐牛蛙腿,安格斯雪花牛肉"
西北郎炭火蛙锅·烧烤(吴江路3店),http://www.dianping.com/shop/101238341,准五星商户,701,129,8.6,8,8.4,"双层炭火蛙锅,火山排骨,羊肉串"
四川香天下火锅(昌里路店),http://www.dianping.com/shop/96097168,准五星商户,141,128,8.7,8.8,8.8,"一米肥牛,尼古拉斯小熊锅底,鸭血"
酸滋味酸汤火锅,http://www.dianping.com/shop/121518746,五星商户,179,102,9,8.9,9.1,"鸳鸯酸汤火锅,游水黑鱼片,手打功夫牛肉丸"
冰奇羊·冰煮的牦牛肉羊肉(中庚漫游城店),http://www.dianping.com/shop/122732226,准五星商户,106,137,8.5,9,8.6,"冰泉小尾寒羊排锅,牦牛肉水煎包,烤羊肉"
荔枝·青年火锅(魔都直营店),http://www.dianping.com/shop/125069331,准五星商户,156,139,8.5,8.6,8.6,"极品雪花肥牛,现炸酥肉,牛蛙"
爸爸炒料牛排老火锅(世纪汇店),http://www.dianping.com/shop/126750305,准五星商户,78,107,8.8,8.6,8.8,"爸爸煮牛排骨,蛋酥糍粑,巴掌大毛肚"
藻想鱼见你·鲜货鱼火锅(八佰伴店),http://www.dianping.com/shop/79632767,准五星商户,2239,141,8.6,8.8,8.9,"野化长江斑鱼片,手打螺旋藻虾滑,螺旋藻汤底"
狠牛火锅料理(宝山亿博店),http://www.dianping.com/shop/67544300,准五星商户,2091,99,8.9,8.8,8.6,"吊龙,qq虾滑,牛骨清汤锅底"
泰小伙曼谷夜市火锅(金桥国际广场店),http://www.dianping.com/shop/66698847,准五星商户,3260,142,8.7,8.8,8.8,"冬阴功虾汤锅底,泰式玛莎鸡,招牌椰浆虾丸"
汤伯府·骨汤猪肚鸡(泗泾店),http://www.dianping.com/shop/98656647,准五星商户,405,95,9,8.9,8.8,"招牌猪肚鸡锅,招牌一米牛肉,皇上皇腊味煲仔饭"
半斤八两小郡肝串串香,http://www.dianping.com/shop/120758975,准五星商户,238,88,8.9,8.7,8.7,"小酥肉,红糖糍粑,现杀牛蛙"
辣府(金沙江路店),http://www.dianping.com/shop/18178278,准五星商户,10602,148,9,8.7,8.3,"雪花肥牛,辣府鲜毛肚,鲜鹅肠"
海底捞火锅(五龙广场店),http://www.dianping.com/shop/128895790,五星商户,72,132,9.1,9.1,9.1,"上海首家升降锅,捞派滑牛肉,招牌虾滑"
四川香天下火锅(大华店),http://www.dianping.com/shop/22916210,准五星商户,8709,138,8.8,8.8,8.6,"冰镇毛肚,农家酥肉,加拿大肥牛"
铜炉湾·潮汕牛肉火锅(世博源店),http://www.dianping.com/shop/21678163,准五星商户,10558,130,8.6,8.6,8.4,"吊龙,潮式手打牛肉丸,嫩肉"
老天桥蛙炉火锅,http://www.dianping.com/shop/111977249,五星商户,819,99,9,8.9,9.1,"现杀牛蛙,红糖糍粑,放学小肉"
壹小馆·皇城老妈小火锅(凯德星贸店),http://www.dianping.com/shop/93546248,四星商户,1341,127,8.2,8.6,8.2,"火锅自助,肥牛卷,鲍鱼"
嗨锅(七宝凯德店),http://www.dianping.com/shop/102126353,准五星商户,574,124,8.5,8.8,8.5,"招牌沙嗲麻辣双拼锅,咸蛋黄烤牛蛙,嗨锅烤牛蛙系列"
易品轩私房火锅,http://www.dianping.com/shop/2447191,准五星商户,623,209,8.9,8.9,8.6,"低辣锅底,鲜毛肚,鸭血"
豆捞坊·胶原花胶火锅(浦江店),http://www.dianping.com/shop/59419338,准五星商户,1769,141,8.8,9,9,"豆捞大虾仁滑,炸腐皮,特色骨汤锅"
那都不是锅港式打边炉(高桥店),http://www.dianping.com/shop/124557843,四星商户,481,148,8.7,7.8,7.7,"鲍鱼,竹蛏王,花胶鸡锅底"
鱼柜 鱼火锅(农工商牡丹江路店),http://www.dianping.com/shop/126566701,五星商户,47,92,9,9,9.1,"涮鱼片,鞍糠鱼肝,竹节虾"
花吃菌煮(古北路店),http://www.dianping.com/shop/27033179,准五星商户,2029,209,9,8.7,9,"菌临天下,四季鲜花开,老实巴交牛肝菌"
豆捞坊·胶原花胶火锅(江桥万达店),http://www.dianping.com/shop/5211238,准五星商户,4381,155,8.9,8.9,8.8,"大虾滑,炸腐皮,特色墨鱼滑"
哈尼石锅鱼(人广来福士店),http://www.dianping.com/shop/83511351,准五星商户,2241,148,8.5,8.7,8.6,"江团鱼,原味原汁锅,云南香豆腐"
九牛二炉潮汕鲜牛肉火锅(中兴店),http://www.dianping.com/shop/18396978,准五星商户,5435,17,9,8,8.6,"吊龙,牛肉熟丸,手打牛丸生丸"
老码头火锅(铜川路店),http://www.dianping.com/shop/93468723,五星商户,988,138,9,8.9,9.1,"雪花牛肉,玫瑰牛舌,水牛毛肚"
熬八年台湾火锅(富民路店),http://www.dianping.com/shop/59170115,准五星商户,4896,163,8.5,8.7,8.3,"麻辣鸭血,台湾福袋,顶级雪花牛肉"
欲之宴·香焰黑椒牛肉锅,http://www.dianping.com/shop/101226788,五星商户,225,183,8.9,8.9,9,"十八香经典龙虾,烤生蚝,醉迷红楼VIP特大龙虾"
牛签签串串香火锅(人广旗舰店),http://www.dianping.com/shop/121492416,准五星商户,397,13,8.7,8.7,8.7,"潮牌串串香,芝士虾滑,蒜香酥肉"
樱桃捞火锅(南京西路店),http://www.dianping.com/shop/97553716,准五星商户,1636,120,8.5,9,9.1,"雪花牛肉,手工虾滑,番茄牛尾锅底"
菌府码头牛腩鲜菌火锅(金杨路店),http://www.dianping.com/shop/96989056,五星商户,798,106,9.1,9.1,9,"鲜菌牛腩拼盘,乌骨鸡肉卷,传奇脆嫩毛肚"
红料理|串串有瘾(昌里店),http://www.dianping.com/shop/74597825,准五星商户,2513,86,8.7,8.7,8.4,"老妈蹄花,冒脑花,牛蛙"
嗨锅(诺亚新天地店),http://www.dianping.com/shop/50256567,准五星商户,5699,18,8.8,8.6,8.6,"招牌沙嗲麻辣双拼锅,日式照烧牛蛙,雪花肥牛"
好骨气火锅(外高桥店),http://www.dianping.com/shop/32515780,准五星商户,2432,86,8.8,8.7,8.6,"招牌骨头锅,自制虾滑,霜降雪花牛肉"
筑间幸福锅物(万都中心店),http://www.dianping.com/shop/112163057,准五星商户,325,16,9,9.1,8.7,"芝士牛奶锅,明治冰淇淋,上脑牛肉"
炉得香烤鸭火锅(龙茗路店),http://www.dianping.com/shop/97435241,准五星商户,1958,97,8.7,8.4,8.6,"果木片皮烤鸭,酸萝卜锅底,猪肚鸭架锅"
青花椒砂锅鱼(长寿路店),http://www.dianping.com/shop/67905641,准五星商户,4539,93,8.8,8.9,8.9,"青花椒味砂锅鱼,香蕉飞饼,口水鸡"
豆捞坊·胶原花胶火锅(大宁国际商业广场店),http://www.dianping.com/shop/2120266,准五星商户,1697,140,8,8.2,7.8,"特色墨鱼滑,炸腐皮,金针菇"
煲宫(万体店),http://www.dianping.com/shop/9980089,准五星商户,5135,120,8.9,8.7,8.8,"冬阴功浓汤猪肚鸡,特色煲仔饭,马蹄竹蔗水"
齐民市集(衡山路店),http://www.dianping.com/shop/79290352,准五星商户,2251,190,8.6,9.1,8.8,"特级海鲜拼盘（8种）,M5西冷和牛,古早味猪油拌饭"
东来居港式海鲜火锅 King’s Garden,http://www.dianping.com/shop/101963456,五星商户,187,536,9.2,9.1,9.3,"法国干邑火焰龙虾汤,老板鹅肝煎蛋饭,冰镇富贵虾"
那都不是锅港式打边炉(仙霞店),http://www.dianping.com/shop/127800293,准五星商户,59,168,8.5,8.3,8.2,"竹蛏王,鲍鱼,花胶鸡汤"
宴羊楼(纳贤店),http://www.dianping.com/shop/69785927,五星商户,442,99,9,8.8,9,"苏尼特千层腹肉,烤羊骨棒,苏尼特优质高钙"
左庭右院鲜牛肉火锅(联洋广场店),http://www.dianping.com/shop/126942662,准五星商户,41,132,8.9,8.7,8.9,"吊龙,匙皮肉,胸口涝"
麻十七重庆藤椒蛙火锅(南京东路店),http://www.dianping.com/shop/92653269,五星商户,4549,132,9,9,9.1,"四味养身锅底,竹荪爱虾滑,番茄牛腩鸳鸯锅"
本素?酸菜鱼(永靖店),http://www.dianping.com/shop/11554659,五星商户,1973,95,9.1,8.6,8.3,"酸菜鱼,口水鸡,秘制荞面"
大龙燚火锅(浦东食品城店),http://www.dianping.com/shop/95919357,准五星商户,2021,141,8.7,8.3,8.5,"火锅牛排,毛肚,鸭血"
旬四时五味,http://www.dianping.com/shop/98472507,准五星商户,479,206,8.5,9,8.8,"招牌鹅肝牛肉寿喜锅,烤活鳗,料理长严选牛肉寿喜锅"
渝火老城区炭火蛙锅(定西路店),http://www.dianping.com/shop/108144787,准五星商户,1567,103,8.7,8.4,9,"招牌单层美蛙锅,红糖糍粑,老城区双层炭火蛙锅"
小辉哥火锅(大悦城店),http://www.dianping.com/shop/43555829,准五星商户,281,131,8.8,9,8.7,"炸腐皮（1例）,手打鲜虾滑,特色雪花牛肉"
吴老幺火锅(静安店),http://www.dianping.com/shop/127927859,五星商户,59,89,9,9,8.7,"吴家鲜毛肚,秘制牛肉,吴家虾滑"
乐聚捞火锅·酒馆(罗店上坤店),http://www.dianping.com/shop/124509142,准五星商户,109,13,8.9,9,8.9,"猪肚鸡汤锅,大虾仁滑,炸腐皮"
